,Power,Load (Percent),THD Voltage (Percent),THD2 Voltage (Percent),THD Voltage (Percent) at 50% Load,Time
0,0.0,0.0,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829335
1,31.216888894699228,0.006243377778939845,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829435
2,64.21796533250014,0.01284359306650003,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829535
3,95.28162985209092,0.019056325970418182,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829635
4,130.90283140434664,0.02618056628086933,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829735
5,152.04743845406188,0.03040948769081237,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829835
6,197.83996448394905,0.039567992896789805,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.829935
7,225.02380339483955,0.04500476067896791,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830035
8,241.35814429786285,0.04827162885957257,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830135
9,299.5166783493675,0.0599033356698735,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830235
10,320.52556844346446,0.06410511368869289,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830335
11,342.55633828660353,0.06851126765732071,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830435
12,366.16992846059304,0.0732339856921186,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830535
13,402.2295331917388,0.08044590663834777,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830635
14,435.7781463656185,0.0871556292731237,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830735
15,467.05675309884737,0.09341135061976948,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830835
16,480.3190602009507,0.09606381204019013,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.830935
17,551.4709365272023,0.11029418730544047,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831035
18,598.9541430141115,0.11979082860282232,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831135
19,600.1345811208162,0.12002691622416324,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831235
20,633.2150195606346,0.1266430039121269,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831335
21,675.7231892308928,0.13514463784617856,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831435
22,690.9628476228306,0.13819256952456613,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831535
23,750.5850928254462,0.15011701856508922,0.013381794956643335,0.013381794956643335,0.0,2020-09-24 02:43:09.831635
