Time,Power,Load (Percent),THD Voltage (Percent),THD2 Voltage (Percent)
2020-09-24 02:43:09.829335,0.0,0.0,1.3381794956643334,0.6243641674391048
2020-09-24 02:43:09.829435,31.216888894699228,0.006243377778939845,,
2020-09-24 02:43:09.829535,64.21796533250014,0.01284359306650003,,
2020-09-24 02:43:09.829635,95.28162985209092,0.019056325970418182,,
2020-09-24 02:43:09.829735,130.90283140434664,0.02618056628086933,,
2020-09-24 02:43:09.829835,152.04743845406188,0.03040948769081237,,
2020-09-24 02:43:09.829935,197.83996448394905,0.039567992896789805,,
2020-09-24 02:43:09.830035,225.02380339483955,0.04500476067896791,,
2020-09-24 02:43:09.830135,241.35814429786285,0.04827162885957257,,
2020-09-24 02:43:09.830235,299.5166783493675,0.0599033356698735,,
2020-09-24 02:43:09.830335,320.52556844346446,0.06410511368869289,,
2020-09-24 02:43:09.830435,342.55633828660353,0.06851126765732071,,
2020-09-24 02:43:09.830535,366.16992846059304,0.0732339856921186,,
2020-09-24 02:43:09.830635,402.2295331917388,0.08044590663834777,,
2020-09-24 02:43:09.830735,435.7781463656185,0.0871556292731237,,
2020-09-24 02:43:09.830835,467.05675309884737,0.09341135061976948,,
2020-09-24 02:43:09.830935,480.3190602009507,0.09606381204019013,,
2020-09-24 02:43:09.831035,551.4709365272023,0.11029418730544047,,
2020-09-24 02:43:09.831135,598.9541430141115,0.11979082860282232,,
2020-09-24 02:43:09.831235,600.1345811208162,0.12002691622416324,,
2020-09-24 02:43:09.831335,633.2150195606346,0.1266430039121269,,
2020-09-24 02:43:09.831435,675.7231892308928,0.13514463784617856,,
2020-09-24 02:43:09.831535,690.9628476228306,0.13819256952456613,,
2020-09-24 02:43:09.831635,750.5850928254462,0.15011701856508922,,
2020-09-24 02:43:09.831735,781.235924874298,0.15624718497485962,,
2020-09-24 02:43:09.831835,830.6491746928996,0.1661298349385799,,
2020-09-24 02:43:09.831935,836.1703906139488,0.16723407812278976,,
2020-09-24 02:43:09.832035,885.9046624619382,0.17718093249238762,,
2020-09-24 02:43:09.832135,860.4898124808536,0.17209796249617074,,
2020-09-24 02:43:09.832235,953.204897059542,0.19064097941190838,,
2020-09-24 02:43:09.832335,961.3497440971113,0.19226994881942225,,
2020-09-24 02:43:09.832435,1010.8956363922345,0.2021791272784469,,
2020-09-24 02:43:09.832535,992.05412077876,0.198410824155752,,
2020-09-24 02:43:09.832635,1068.1586481228446,0.21363172962456894,,
2020-09-24 02:43:09.832735,1065.1148016316206,0.2130229603263241,,
2020-09-24 02:43:09.832835,1056.444675585832,0.21128893511716645,,
2020-09-24 02:43:09.832935,1122.816500132205,0.22456330002644098,,
2020-09-24 02:43:09.833035,1187.4190520378143,0.23748381040756286,,
2020-09-24 02:43:09.833135,1249.1778602973877,0.24983557205947754,,
2020-09-24 02:43:09.833235,1237.8761810430974,0.24757523620861946,,
2020-09-24 02:43:09.833335,1225.492971647751,0.24509859432955017,,
2020-09-24 02:43:09.833435,1312.961528578405,0.26259230571568104,,
2020-09-24 02:43:09.833535,1272.976398342911,0.25459527966858214,,
2020-09-24 02:43:09.833635,1301.2441925250855,0.2602488385050171,,
2020-09-24 02:43:09.833735,1437.4869475611545,0.2874973895122309,,
2020-09-24 02:43:09.833835,1382.8770342356706,0.27657540684713416,,
2020-09-24 02:43:09.833935,1468.0654188657295,0.29361308377314593,,
2020-09-24 02:43:09.834035,1565.8065163630679,0.31316130327261354,,
2020-09-24 02:43:09.834135,1463.30185469604,0.292660370939208,,
2020-09-24 02:43:09.834235,1591.4784979782573,0.31829569959565146,,
2020-09-24 02:43:09.834335,1632.1430463794916,0.32642860927589834,,
2020-09-24 02:43:09.834435,1655.8188460975518,0.3311637692195104,,
2020-09-24 02:43:09.834535,1671.5250886879778,0.3343050177375956,,
2020-09-24 02:43:09.834635,1707.0876011656837,0.34141752023313676,,
2020-09-24 02:43:09.834735,1682.2371162226523,0.3364474232445304,,
2020-09-24 02:43:09.834835,1793.599282396027,0.3587198564792054,,
2020-09-24 02:43:09.834935,1847.857232429723,0.3695714464859446,,
2020-09-24 02:43:09.835035,1787.2933389122777,0.35745866778245555,,
2020-09-24 02:43:09.835135,1830.6953471349268,0.3661390694269853,,
2020-09-24 02:43:09.835235,1816.1890327397837,0.36323780654795673,,
2020-09-24 02:43:09.835335,1870.1413171538018,0.37402826343076034,,
2020-09-24 02:43:09.835435,1872.0177247980967,0.37440354495961936,,
2020-09-24 02:43:09.835535,2030.288511590808,0.4060577023181616,,
2020-09-24 02:43:09.835635,2098.79380337151,0.41975876067430196,,
2020-09-24 02:43:09.835735,2023.283515040272,0.4046567030080544,,
2020-09-24 02:43:09.835835,2030.676695945989,0.4061353391891978,,
2020-09-24 02:43:09.835935,2061.4786685505824,0.41229573371011646,,
2020-09-24 02:43:09.836035,2015.500194119635,0.403100038823927,,
2020-09-24 02:43:09.836135,2051.8536447517217,0.4103707289503444,,
2020-09-24 02:43:09.836235,2105.4055356204517,0.4210811071240903,,
2020-09-24 02:43:09.836335,2299.5249380449072,0.45990498760898146,,
2020-09-24 02:43:09.836435,2356.532126224866,0.4713064252449732,,
2020-09-24 02:43:09.836535,2378.6815893543285,0.4757363178708657,,
2020-09-24 02:43:09.836635,2433.1154863849374,0.4866230972769875,,
2020-09-24 02:43:09.836735,2232.458266862532,0.44649165337250646,,
2020-09-24 02:43:09.836836,2490.064822146957,0.4980129644293914,,
2020-09-24 02:43:09.836936,2468.966768083622,0.4937933536167244,,
2020-09-24 02:43:09.837036,2376.013490379978,0.47520269807599563,,
2020-09-24 02:43:09.837136,2409.969325759792,0.4819938651519584,,
2020-09-24 02:43:09.837236,2557.226959378869,0.5114453918757738,,
2020-09-24 02:43:09.837336,2628.3973976671255,0.5256794795334251,,
2020-09-24 02:43:09.837436,2669.502786147882,0.5339005572295764,,
2020-09-24 02:43:09.837536,2630.880015252869,0.5261760030505738,,
2020-09-24 02:43:09.837636,2584.817171234948,0.5169634342469897,,
2020-09-24 02:43:09.837736,2768.8260334595525,0.5537652066919105,,
2020-09-24 02:43:09.837836,2610.6647663623116,0.5221329532724623,,
2020-09-24 02:43:09.837936,2799.0868675048296,0.5598173735009658,,
2020-09-24 02:43:09.838036,2728.500911047073,0.5457001822094145,,
2020-09-24 02:43:09.838136,2844.2420306553504,0.5688484061310701,,
2020-09-24 02:43:09.838236,2682.1077378089494,0.5364215475617898,,
2020-09-24 02:43:09.838336,2904.904445405646,0.5809808890811292,,
2020-09-24 02:43:09.838436,2837.904476992773,0.5675808953985546,,
2020-09-24 02:43:09.838536,2892.602523775164,0.5785205047550328,,
2020-09-24 02:43:09.838636,2834.843869239357,0.5669687738478714,,
2020-09-24 02:43:09.838736,3007.3775126895616,0.6014755025379124,,
2020-09-24 02:43:09.838836,3103.7805835641207,0.6207561167128242,,
2020-09-24 02:43:09.838936,2922.1361965857163,0.5844272393171434,,
2020-09-24 02:43:09.839036,2983.076612812818,0.5966153225625637,,
2020-09-24 02:43:09.839136,3118.87839706486,0.623775679412972,,
2020-09-24 02:43:09.839236,3157.022249794602,0.6314044499589204,,
2020-09-24 02:43:09.839336,3001.9782006238984,0.6003956401247796,,
2020-09-24 02:43:09.839436,3213.335415534196,0.6426670831068392,,
2020-09-24 02:43:09.839536,3298.281485160049,0.6596562970320099,,
2020-09-24 02:43:09.839636,3281.2340188631006,0.6562468037726201,,
2020-09-24 02:43:09.839736,3458.781753518296,0.6917563507036592,,
2020-09-24 02:43:09.839836,3319.437040145616,0.6638874080291232,,
2020-09-24 02:43:09.839936,3408.05076788542,0.681610153577084,,
2020-09-24 02:43:09.840036,3371.0147981399487,0.6742029596279897,,
2020-09-24 02:43:09.840136,3506.667653201237,0.7013335306402474,,
2020-09-24 02:43:09.840236,3377.143312195845,0.675428662439169,,
2020-09-24 02:43:09.840336,3563.211367214697,0.7126422734429394,,
2020-09-24 02:43:09.840436,3519.00147965004,0.703800295930008,,
2020-09-24 02:43:09.840536,3578.41873528014,0.715683747056028,,
2020-09-24 02:43:09.840636,3448.9925058001254,0.6897985011600251,,
2020-09-24 02:43:09.840736,3784.6855833453938,0.7569371166690787,,
2020-09-24 02:43:09.840836,3553.519218323671,0.7107038436647342,,
2020-09-24 02:43:09.840936,3751.3903143622683,0.7502780628724537,,
2020-09-24 02:43:09.841036,3727.46438236842,0.745492876473684,,
2020-09-24 02:43:09.841136,3717.730920166644,0.7435461840333288,,
2020-09-24 02:43:09.841236,3965.875966237133,0.7931751932474267,,
2020-09-24 02:43:09.841336,3680.198196404403,0.7360396392808807,,
2020-09-24 02:43:09.841436,3695.8998019444166,0.7391799603888833,,
2020-09-24 02:43:09.841536,3667.479657185001,0.7334959314370002,,
2020-09-24 02:43:09.841636,4027.647210269618,0.8055294420539236,,
2020-09-24 02:43:09.841736,3944.3082053795406,0.7888616410759081,,
2020-09-24 02:43:09.841836,3837.638823039266,0.7675277646078531,,
2020-09-24 02:43:09.841936,3795.1173775756756,0.7590234755151352,,
2020-09-24 02:43:09.842036,4082.978213901224,0.8165956427802448,,
2020-09-24 02:43:09.842136,3930.34357636887,0.7860687152737739,,
2020-09-24 02:43:09.842236,4290.3593161655335,0.8580718632331067,,
2020-09-24 02:43:09.842336,4243.280004443324,0.8486560008886649,,
2020-09-24 02:43:09.842436,4151.26037576136,0.830252075152272,,
2020-09-24 02:43:09.842536,4095.259617399049,0.8190519234798098,,
2020-09-24 02:43:09.842636,4281.536670270407,0.8563073340540813,,
2020-09-24 02:43:09.842736,4031.5701063980723,0.8063140212796145,,
2020-09-24 02:43:09.842836,4250.333860604129,0.8500667721208258,,
2020-09-24 02:43:09.842936,4403.202119007076,0.8806404238014152,,
2020-09-24 02:43:09.843036,4379.585520030648,0.8759171040061295,,
2020-09-24 02:43:09.843136,4304.985063290417,0.8609970126580834,,
2020-09-24 02:43:09.843236,4518.427283639576,0.9036854567279151,,
2020-09-24 02:43:09.843336,4413.194717947295,0.8826389435894592,,
2020-09-24 02:43:09.843436,4513.752288186676,0.9027504576373352,,
2020-09-24 02:43:09.843536,4319.437380203638,0.8638874760407277,,
2020-09-24 02:43:09.843636,4739.479491531204,0.9478958983062409,,
2020-09-24 02:43:09.843736,4716.561671742122,0.9433123343484242,,
2020-09-24 02:43:09.843836,4810.756055440913,0.9621512110881825,,
2020-09-24 02:43:09.843936,4536.452536045764,0.9072905072091528,,
2020-09-24 02:43:09.844036,4665.629284748778,0.9331258569497557,,
2020-09-24 02:43:09.844136,4549.720001275295,0.9099440002550588,,
2020-09-24 02:43:09.844236,4854.050006410365,0.9708100012820732,,
2020-09-24 02:43:09.844336,4644.4572109885,0.9288914421977,,
2020-09-24 02:43:09.844436,4893.2462852590825,0.9786492570518165,,
2020-09-24 02:43:09.844536,4634.615214421158,0.9269230428842318,,
2020-09-24 02:43:09.844636,4942.2403478838405,0.9884480695767681,,
2020-09-24 02:43:09.844736,4717.35608822877,0.943471217645754,,
2020-09-24 02:43:09.844836,4662.902853895838,0.9325805707791677,,
2020-09-24 02:43:09.844936,4848.507415086094,0.9697014830172188,,
2020-09-24 02:43:09.845036,5199.12888920067,1.0398257778401339,,
2020-09-24 02:43:09.845136,4806.249756452333,0.9612499512904665,,
2020-09-24 02:43:09.845236,4870.717940078788,0.9741435880157576,,
2020-09-24 02:43:09.845336,5082.284486422425,1.016456897284485,,
2020-09-24 02:43:09.845436,4966.618607342583,0.9933237214685167,,
2020-09-24 02:43:09.845536,5221.540348315249,1.0443080696630496,,
2020-09-24 02:43:09.845636,4922.932464131126,0.9845864928262251,,
2020-09-24 02:43:09.845736,5448.673249360234,1.0897346498720468,,
2020-09-24 02:43:09.845836,5131.390920684201,1.0262781841368402,,
2020-09-24 02:43:09.845936,5451.708856787423,1.0903417713574848,,
2020-09-24 02:43:09.846036,5433.005380784806,1.086601076156961,,
2020-09-24 02:43:09.846136,5452.6714005506665,1.0905342801101332,,
2020-09-24 02:43:09.846236,5252.767241151651,1.0505534482303303,,
2020-09-24 02:43:09.846336,5176.533085588225,1.0353066171176448,,
2020-09-24 02:43:09.846436,5607.711255555814,1.1215422511111628,,
2020-09-24 02:43:09.846536,5236.361911370508,1.0472723822741015,,
2020-09-24 02:43:09.846636,5222.7774450028755,1.044555489000575,,
2020-09-24 02:43:09.846736,5419.216247620695,1.083843249524139,,
2020-09-24 02:43:09.846836,5310.946282117561,1.0621892564235123,,
2020-09-24 02:43:09.846936,5465.346772058891,1.093069354411778,,
2020-09-24 02:43:09.847036,5769.873929394684,1.1539747858789366,,
2020-09-24 02:43:09.847136,5342.688245083101,1.06853764901662,,
2020-09-24 02:43:09.847236,5370.437619412224,1.0740875238824448,,
2020-09-24 02:43:09.847336,5451.202202640668,1.0902404405281336,,
2020-09-24 02:43:09.847436,5565.97120550518,1.113194241101036,,
2020-09-24 02:43:09.847536,5997.8698306411015,1.1995739661282203,,
2020-09-24 02:43:09.847636,5948.598893230871,1.1897197786461742,,
2020-09-24 02:43:09.847736,6101.147988923653,1.2202295977847306,,
2020-09-24 02:43:09.847836,6133.829032136005,1.226765806427201,,
2020-09-24 02:43:09.847936,5656.700737486869,1.1313401474973739,,
2020-09-24 02:43:09.848036,5919.068136974217,1.1838136273948434,,
2020-09-24 02:43:09.848136,6021.383552324429,1.204276710464886,,
2020-09-24 02:43:09.848236,6257.345280406755,1.2514690560813508,,
2020-09-24 02:43:09.848336,6194.07745941166,1.238815491882332,,
2020-09-24 02:43:09.848436,6028.757104950195,1.205751420990039,,
2020-09-24 02:43:09.848536,6195.78381996843,1.239156763993686,,
2020-09-24 02:43:09.848636,6392.085587607128,1.2784171175214256,,
2020-09-24 02:43:09.848736,6189.878535645932,1.2379757071291864,,
2020-09-24 02:43:09.848836,6280.628550352439,1.2561257100704877,,
2020-09-24 02:43:09.848936,6471.101245315993,1.2942202490631987,,
2020-09-24 02:43:09.849036,5920.655716949053,1.1841311433898107,,
2020-09-24 02:43:09.849136,6008.665866082448,1.2017331732164895,,
2020-09-24 02:43:09.849236,6458.449849368111,1.2916899698736222,,
2020-09-24 02:43:09.849336,6556.392725283399,1.3112785450566797,,
2020-09-24 02:43:09.849436,6440.449873758438,1.2880899747516876,,
2020-09-24 02:43:09.849536,6209.765988072455,1.241953197614491,,
2020-09-24 02:43:09.849636,6484.140982907737,1.2968281965815474,,
2020-09-24 02:43:09.849736,6409.8639688422545,1.2819727937684509,,
2020-09-24 02:43:09.849836,6225.01429552575,1.2450028591051499,,
2020-09-24 02:43:09.849936,6783.804045262268,1.3567608090524537,,
2020-09-24 02:43:09.850036,6579.070442642209,1.3158140885284417,,
2020-09-24 02:43:09.850136,6606.232764908491,1.3212465529816981,,
2020-09-24 02:43:09.850236,6483.128824854707,1.2966257649709414,,
2020-09-24 02:43:09.850336,6376.125362799827,1.2752250725599652,,
2020-09-24 02:43:09.850436,6446.751037569146,1.2893502075138292,,
2020-09-24 02:43:09.850536,6435.387587308153,1.2870775174616307,,
2020-09-24 02:43:09.850636,6908.604589360082,1.3817209178720165,,
2020-09-24 02:43:09.850736,6439.904869558523,1.2879809739117045,,
2020-09-24 02:43:09.850836,6594.628155058024,1.3189256310116049,,
2020-09-24 02:43:09.850936,7145.51010511262,1.429102021022524,,
2020-09-24 02:43:09.851036,6808.7289093893805,1.3617457818778762,,
2020-09-24 02:43:09.851136,6978.162137641054,1.3956324275282108,,
2020-09-24 02:43:09.851236,6823.170241575927,1.3646340483151855,,
2020-09-24 02:43:09.851336,7052.066914452455,1.4104133828904912,,
2020-09-24 02:43:09.851436,7106.34788558199,1.4212695771163981,,
2020-09-24 02:43:09.851536,7193.485996071826,1.4386971992143651,,
2020-09-24 02:43:09.851636,6737.820989491901,1.3475641978983801,,
2020-09-24 02:43:09.851736,7321.2209655265,1.4642441931052999,,
2020-09-24 02:43:09.851837,6830.586256004946,1.3661172512009891,,
2020-09-24 02:43:09.851937,6899.41014292657,1.379882028585314,,
2020-09-24 02:43:09.852037,7360.551283943444,1.4721102567886888,,
2020-09-24 02:43:09.852137,7557.871283842285,1.5115742567684571,,
2020-09-24 02:43:09.852237,7621.320114732839,1.5242640229465678,,
2020-09-24 02:43:09.852337,7183.534616234246,1.4367069232468492,,
2020-09-24 02:43:09.852437,7194.853681055025,1.438970736211005,,
2020-09-24 02:43:09.852537,7075.677115175618,1.4151354230351236,,
2020-09-24 02:43:09.852637,7110.858034010403,1.4221716068020804,,
